Year,Era,Track Name,Artist Name,Release Date,Genres,Track Duration (seconds),Popularity (Rating),Instrumentalness,Acousticness,Danceability,Valence,Energy
1998,1990s,This Kiss,Faith Hill,4/10/1998,"contemporary country, country, country dawn, country road",194.306,66,0,0.175,0.398,0.709,0.804
1998,1990s,Como Te Recuerdo,Los Temerarios,6/1/1998,"grupera, musica mexicana",305.293,71,0.00195,0.484,0.676,0.492,0.482
1998,1990s,I Don't Want To Set The World On Fire,The Ink Spots,6/16/1998,"lounge, vocal harmony group",181.066,68,1.05E-05,0.962,0.445,0.332,0.146
1998,1990s,Inevitable,Shakira,9/29/1998,"colombian pop, dance pop, latin pop, pop",192.866,78,0.000149,0.269,0.595,0.338,0.461
1998,1990s,Superbeast,Rob Zombie,1/1/1998,"alternative metal, hard rock, industrial metal, industrial rock, nu metal, post-grunge, rock",220.266,65,0.826,0.000137,0.52,0.329,0.975
1998,1990s,"I Don't Want To Miss A Thing - From ""Armageddon"" Soundtrack",Aerosmith,8/18/1998,"album rock, classic rock, hard rock, rock",299.723,76,0,0.172,0.39,0.144,0.649
1999,1990s,No Scrubs,TLC,2/23/1999,"atl hip hop, contemporary r&b, dance pop, girl group, hip pop, r&b, urban contemporary",214.4,83,0.000717,0.0251,0.743,0.59,0.675
1999,1990s,All The Small Things,blink-182,6/1/1999,"alternative metal, modern rock, pop punk, punk, rock, socal pop punk",167.066,82,0,0.0103,0.434,0.685,0.897
1999,1990s,Break Stuff,Limp Bizkit,1999,"alternative metal, funk metal, nu metal, post-grunge, rap metal, rock",166.706,82,0.000457,0.0128,0.432,0.619,0.884
1999,1990s,Scar Tissue,Red Hot Chili Peppers,6/8/1999,"alternative rock, funk metal, funk rock, permanent wave, rock",215.906,82,0.00274,0.0779,0.595,0.547,0.717
1999,1990s,My Own Worst Enemy,Lit,2/22/1999,"alternative metal, nu metal, pop punk, pop rock, socal pop punk",169.026,76,0,0.00129,0.494,0.741,0.946
1999,1990s,Higher,Creed,1/1/1999,"alternative metal, nu metal, post-grunge, rock",316.733,77,0.00014,5.15E-05,0.459,0.431,0.83
1999,1990s,What's My Age Again?,blink-182,6/1/1999,"alternative metal, modern rock, pop punk, punk, rock, socal pop punk",148.36,80,0.000446,0.012,0.391,0.468,0.951
1999,1990s,Californication,Red Hot Chili Peppers,6/8/1999,"alternative rock, funk metal, funk rock, permanent wave, rock",329.733,83,0.00165,0.0021,0.592,0.328,0.767
1999,1990s,Drive,Incubus,10/26/1999,"alternative metal, alternative rock, funk metal, funk rock, modern rock, nu metal, post-grunge, rock",232.453,77,0.0121,0.0562,0.645,0.666,0.792
1999,1990s,I Want It That Way,Backstreet Boys,5/18/1999,"boy band, dance pop, pop",213.306,85,0,0.257,0.689,0.482,0.694
1999,1990s,All Star,Smash Mouth,6/8/1999,"pop rock, post-grunge",200.373,80,0,0.0394,0.731,0.776,0.867
1999,1990s,...Baby One More Time,Britney Spears,1/12/1999,"dance pop, pop",211.066,83,0.000131,0.202,0.759,0.907,0.699
1999,1990s,Still D.R.E.,Dr. Dre,11/16/1999,"g funk, gangster rap, hip hop, rap, west coast rap",270.586,82,0.00031,0.16,0.816,0.527,0.775
1999,1990s,Forgot About Dre,Dr. Dre,11/16/1999,"g funk, gangster rap, hip hop, rap, west coast rap",222.293,78,0,0.0827,0.924,0.621,0.74
1999,1990s,Otherside,Red Hot Chili Peppers,6/8/1999,"alternative rock, funk metal, funk rock, permanent wave, rock",255.373,81,0.000202,0.00316,0.458,0.513,0.795
1999,1990s,The Next Episode,Dr. Dre,11/16/1999,"g funk, gangster rap, hip hop, rap, west coast rap",161.506,80,0,0.0281,0.922,0.309,0.909
1999,1990s,Say My Name,Destiny's Child,7/27/1999,"dance pop, girl group, pop, r&b, urban contemporary",271.333,78,0,0.273,0.713,0.734,0.678
1999,1990s,Something Like That,Tim McGraw,5/4/1999,"contemporary country, country, country road, modern country rock",183.733,71,0,0.378,0.507,0.847,0.85
1999,1990s,Genie In a Bottle,Christina Aguilera,1999,"dance pop, pop",217.573,79,0.000123,0.209,0.633,0.913,0.8
1999,1990s,Doomsday,MF DOOM,10/19/1999,"east coast hip hop, hip hop, instrumental hip hop, rap",298.053,74,0,0.0973,0.856,0.792,0.84
1999,1990s,With Arms Wide Open,Creed,1/1/1999,"alternative metal, nu metal, post-grunge, rock",274.8,71,0.00089,0.00425,0.41,0.141,0.539
1999,1990s,Write This Down,George Strait,1/1/1999,"contemporary country, country, country road",219.6,69,9.44E-06,0.127,0.729,0.671,0.688
1999,1990s,Learn to Fly,Foo Fighters,11/2/1999,"alternative metal, alternative rock, modern rock, permanent wave, post-grunge, rock",235.293,76,2.07E-05,1.83E-05,0.465,0.537,0.919
1999,1990s,Teenage Dirtbag,Wheatus,2/15/1999,pop rock,241.666,76,0.000233,0.346,0.625,0.633,0.85
1999,1990s,Adam's Song,blink-182,6/1/1999,"alternative metal, modern rock, pop punk, punk, rock, socal pop punk",249.626,73,0,0.034,0.52,0.383,0.775
1999,1990s,How Do You Like Me Now?!,Toby Keith,1/1/1999,"classic oklahoma country, contemporary country, country, country road",209.066,69,6.75E-06,0.0534,0.648,0.666,0.667
1999,1990s,Wait and Bleed,Slipknot,1999,"alternative metal, nu metal, rap metal, rock",147.84,73,0,0.00208,0.382,0.327,0.996
1999,1990s,Llorar,Los Socios Del Ritmo,1/1/1999,"cumbia del sureste, cumbia sonidera, musica campechana, ranchera, tropical",223.16,75,0,0.0577,0.783,0.962,0.591
1999,1990s,Falling Away from Me,Korn,11/9/1999,"alternative metal, funk metal, hard rock, nu metal, post-grunge, rap metal, rock",270.92,72,0.00124,0.00014,0.468,0.17,0.769
1999,1990s,Cowboy Take Me Away,The Chicks,8/27/1999,"contemporary country, country, country dawn",287.266,69,0.00527,0.365,0.467,0.455,0.622
1999,1990s,My Name Is,Eminem,2/23/1999,"detroit hip hop, hip hop, rap",268.4,74,1.12E-06,0.0416,0.869,0.815,0.68
1999,1990s,Mambo No. 5 (a Little Bit of...),Lou Bega,7/19/1999,latin pop,220.293,77,0,0.103,0.622,0.892,0.807
1999,1990s,What's The Difference,Dr. Dre,11/16/1999,"g funk, gangster rap, hip hop, rap, west coast rap",244.2,75,0,0.223,0.772,0.77,0.821
1999,1990s,She's so High,Tal Bachman,2/23/1999,pop rock,224.693,71,2.15E-06,0.2,0.537,0.211,0.84
1999,1990s,Pardon Me,Incubus,10/26/1999,"alternative metal, alternative rock, funk metal, funk rock, modern rock, nu metal, post-grunge, rock",223.746,68,0.00333,0.00114,0.579,0.278,0.812
1999,1990s,Some Kind Of Wonderful - Remastered 1999,Grand Funk Railroad,1/1/1999,"album rock, blues rock, classic rock, country rock, hard rock, mellow gold, rock, singer-songwriter, soft rock",202.733,67,0,0.144,0.855,0.647,0.691
1999,1990s,Maria Maria (feat. The Product G&B),Santana,6/15/1999,"blues rock, classic rock, mexican classic rock",261.973,74,0.00201,0.0406,0.777,0.68,0.601
1999,1990s,Nookie,Limp Bizkit,1999,"alternative metal, funk metal, nu metal, post-grunge, rap metal, rock",289.56,71,0.0716,0.0022,0.573,0.283,0.93
1999,1990s,Livin' la Vida Loca,Ricky Martin,1999,"latin pop, mexican pop, puerto rican pop",243.16,75,0,0.00414,0.425,0.933,0.954
1999,1990s,Butterfly,Crazy Town,11/4/1999,"alternative metal, funk metal, nu metal, post-grunge, rap rock",216.733,73,0.000142,0.00132,0.736,0.609,0.811
1999,1990s,So Anxious,Ginuwine,3/15/1999,"contemporary r&b, hip pop, r&b, urban contemporary",276.066,68,2.37E-06,0.279,0.733,0.661,0.395
1999,1990s,"Take My Breath Away - Love Theme from ""Top Gun""",Berlin,1/1/1999,"new romantic, new wave pop, synthpop",255.733,73,0,0.0613,0.497,0.547,0.719
1999,1990s,"Jumpin', Jumpin'",Destiny's Child,7/27/1999,"dance pop, girl group, pop, r&b, urban contemporary",230.2,69,0.00157,0.00543,0.771,0.683,0.685
1999,1990s,She Thinks My Tractor's Sexy,Kenny Chesney,2/26/1999,"contemporary country, country, country road",248.066,65,0,0.0664,0.689,0.906,0.886
1999,1990s,Party Up,DMX,12/21/1999,"detroit hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",268.866,70,0,0.0738,0.51,0.533,0.931
1999,1990s,Big Pimpin',JAY-Z,12/28/1999,"east coast hip hop, gangster rap, hip hop, pop rap, rap",283.066,68,0.00672,0.168,0.88,0.942,0.814
1999,1990s,Thong Song,Sisqo,11/30/1999,"contemporary r&b, hip pop, r&b, urban contemporary",253.733,70,9.64E-05,0.12,0.707,0.714,0.888
1999,1990s,Pony,Ginuwine,10/8/1999,"contemporary r&b, hip pop, r&b, urban contemporary",251.733,69,0.0381,0.00186,0.749,0.966,0.605
1999,1990s,Deceptacon,Le Tigre,1/11/1999,"dance-punk, queercore, riot grrrl",184.686,69,0.00635,0.0593,0.6,0.659,0.87
1999,1990s,Paper Bag,Fiona Apple,11/9/1999,"art pop, chamber pop, dark pop, lilith, permanent wave, piano rock, singer-songwriter",219.266,67,2.39E-05,0.716,0.709,0.843,0.446
2000,2000s,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,*NSYNC,3/21/2000,"boy band, dance pop, pop",200.4,91,0.0012,0.031,0.61,0.861,0.926
2000,2000s,Sparks,Coldplay,7/10/2000,"permanent wave, pop",227.093,86,0.0517,0.748,0.371,0.165,0.268
2000,2000s,Yellow,Coldplay,7/10/2000,"permanent wave, pop",266.773,89,0.000121,0.00239,0.429,0.285,0.661
2000,2000s,In the End,Linkin Park,2000,"alternative metal, nu metal, post-grunge, rap metal, rock",216.88,86,0,0.00958,0.556,0.4,0.864
2000,2000s,Ms. Jackson,Outkast,10/31/2000,"atl hip hop, dirty south rap, hip hop, old school atlanta hip hop, rap, southern hip hop",270.506,82,0,0.143,0.843,0.613,0.806
2000,2000s,Kryptonite,3 Doors Down,2000,"alternative metal, nu metal, post-grunge, rock",233.933,80,1.10E-05,0.00664,0.545,0.543,0.865
2000,2000s,The Real Slim Shady,Eminem,5/23/2000,"detroit hip hop, hip hop, rap",284.2,85,0,0.0302,0.949,0.76,0.661
2000,2000s,One Step Closer,Linkin Park,2000,"alternative metal, nu metal, post-grunge, rap metal, rock",157.333,80,1.32E-06,0.0014,0.492,0.538,0.969
2000,2000s,Change (In the House of Flies),Deftones,5/16/2000,"alternative metal, nu metal, rap metal, rock, sacramento indie",299.533,78,0.000246,0.000249,0.269,0.179,0.853
2000,2000s,It's A Great Day To Be Alive,Travis Tritt,10/1/2000,"contemporary country, country, country road, outlaw country",241.533,74,0,0.246,0.595,0.542,0.653
2000,2000s,Crawling,Linkin Park,2000,"alternative metal, nu metal, post-grunge, rap metal, rock",208.96,80,3.20E-06,0.0466,0.58,0.299,0.702
2000,2000s,Ride Wit Me,Nelly,6/27/2000,"dance pop, gangster rap, hip hop, pop rap, rap, st louis rap, urban contemporary",291.781,77,1.66E-06,0.0607,0.85,0.724,0.7
2000,2000s,It Wasn't Me,Shaggy,8/8/2000,"dance pop, pop rap, reggae fusion",227.6,78,0,0.0561,0.853,0.653,0.606
2000,2000s,Oops!...I Did It Again,Britney Spears,5/16/2000,"dance pop, pop",211.16,81,1.77E-05,0.3,0.751,0.894,0.834
2000,2000s,Rollin' (Air Raid Vehicle),Limp Bizkit,10/17/2000,"alternative metal, funk metal, nu metal, post-grunge, rap metal, rock",213.76,77,0,0.00591,0.603,0.709,0.933
2000,2000s,Papercut,Linkin Park,2000,"alternative metal, nu metal, post-grunge, rap metal, rock",184.866,77,0,0.00022,0.524,0.661,0.939
2000,2000s,Dancing in the Moonlight,Toploader,2000,british alternative rock,232.693,81,0,0.0624,0.632,0.867,0.856
2000,2000s,Stan,Eminem,5/23/2000,"detroit hip hop, hip hop, rap",404.106,79,2.34E-06,0.0371,0.78,0.507,0.768
2000,2000s,Down with the Sickness,Disturbed,3/7/2000,"alternative metal, nu metal, rap metal, rock",279.213,75,6.89E-06,0.000996,0.695,0.941,0.876
2000,2000s,"So Fresh, So Clean",Outkast,10/31/2000,"atl hip hop, dirty south rap, hip hop, old school atlanta hip hop, rap, southern hip hop",240.026,73,0,0.0281,0.725,0.915,0.64
2000,2000s,My Way,Limp Bizkit,10/17/2000,"alternative metal, funk metal, nu metal, post-grunge, rap metal, rock",272.973,75,1.71E-06,0.02,0.577,0.609,0.864
2000,2000s,Red Red Wine,UB40,2000,"reggae fusion, uk reggae",183.733,73,1.32E-05,0.00414,0.857,0.843,0.468
2000,2000s,Hanging By A Moment,Lifehouse,2000,"neo mellow, pop rock, post-grunge",216.066,68,0,0.00118,0.541,0.435,0.864
2000,2000s,It's Gonna Be Me,*NSYNC,3/21/2000,"boy band, dance pop, pop",192.426,75,1.27E-06,0.0407,0.636,0.908,0.873
2000,2000s,The Way I Am,Eminem,5/23/2000,"detroit hip hop, hip hop, rap",290.426,73,0,0.144,0.785,0.315,0.871
2000,2000s,Angel,Shaggy,8/8/2000,"dance pop, pop rap, reggae fusion",235.133,75,0,0.116,0.74,0.807,0.766
2000,2000s,Better Off Alone,Alice Deejay,10/1/2000,eurodance,214.883,77,0.667,0.00181,0.671,0.787,0.882
2000,2000s,Didn't Cha Know,Erykah Badu,10/31/2000,"afrofuturism, alternative r&b, neo soul, r&b",238.733,70,0.0127,0.484,0.753,0.816,0.472
2000,2000s,Country Grammar (Hot Shit),Nelly,6/27/2000,"dance pop, gangster rap, hip hop, pop rap, rap, st louis rap, urban contemporary",287,68,0,0.00683,0.881,0.586,0.663
2000,2000s,El Amor Soñado,Los Tucanes De Tijuana,11/1/2000,"banda, corrido, musica bajacaliforniana, musica mexicana, norteno",164.466,74,0,0.222,0.665,0.629,0.599
2000,2000s,It's My Life,Bon Jovi,1/1/2000,"glam metal, rock",224.493,80,1.35E-05,0.0263,0.551,0.543,0.914
2000,2000s,Follow Me,Uncle Kracker,6/13/2000,"country, pop rock, post-grunge",218.439,70,0,0.439,0.817,0.916,0.585
2000,2000s,Take A Look Around,Limp Bizkit,10/17/2000,"alternative metal, funk metal, nu metal, post-grunge, rap metal, rock",321.04,74,0.311,0.0174,0.425,0.499,0.852
2000,2000s,Beautiful Day,U2,1/1/2000,"irish rock, permanent wave, rock",246.4,65,0.00136,0.014,0.539,0.454,0.926
2000,2000s,Me and the Birds,Duster,8/22/2000,"corecore, dream pop, pov: indie, slowcore",95.226,68,0.0634,0.752,0.475,0.223,0.531
2000,2000s,Awake,Godsmack,10/31/2000,"alternative metal, nu metal, post-grunge, rap metal",304.373,66,0.00665,1.74E-05,0.395,0.475,0.756
2000,2000s,Digital Bath,Deftones,5/16/2000,"alternative metal, nu metal, rap metal, rock, sacramento indie",255.373,67,0.211,0.00122,0.338,0.504,0.859
2000,2000s,Bitch Please II,Eminem,5/23/2000,"detroit hip hop, hip hop, rap",288.2,72,0,0.0783,0.918,0.779,0.586
2000,2000s,Kill You,Eminem,5/23/2000,"detroit hip hop, hip hop, rap",264.4,70,0.000127,0.155,0.897,0.677,0.559
2000,2000s,A Place for My Head,Linkin Park,2000,"alternative metal, nu metal, post-grunge, rap metal, rock",184.64,71,0,0.0144,0.603,0.457,0.908
2000,2000s,By Your Side,Sade,11/13/2000,"british soul, sophisti-pop",274.933,72,0.00371,0.0849,0.653,0.627,0.429
2000,2000s,Want You Bad,The Offspring,11/14/2000,"alternative metal, permanent wave, post-grunge, punk, rock, skate punk, socal pop punk",202.573,72,0,5.59E-05,0.491,0.614,0.966
2000,2000s,Hemorrhage (In My Hands),Fuel,9/19/2000,"alternative metal, nu metal, post-grunge",236.866,63,0.000309,0.000144,0.301,0.372,0.823
2000,2000s,Teenage Dirtbag,Wheatus,9/29/2000,pop rock,241.666,68,8.85E-05,0.36,0.617,0.57,0.84
2000,2000s,Passenger,Deftones,5/16/2000,"alternative metal, nu metal, rap metal, rock, sacramento indie",368.666,65,0.0668,0.00188,0.345,0.223,0.797
2000,2000s,Runaway,Linkin Park,2000,"alternative metal, nu metal, post-grunge, rap metal, rock",183.973,69,0,0.0142,0.636,0.446,0.884
2000,2000s,Everything In Its Right Place,Radiohead,10/2/2000,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock",251.426,69,0.0482,0.705,0.296,0.0629,0.463
2000,2000s,Hot Dog,Limp Bizkit,10/17/2000,"alternative metal, funk metal, nu metal, post-grunge, rap metal, rock",230.24,68,1.49E-05,0.00154,0.608,0.603,0.938
2000,2000s,Judith,A Perfect Circle,1/1/2000,"alternative metal, alternative rock, nu metal, rock, supergroup",247.266,65,0.17,3.45E-05,0.366,0.304,0.894
2000,2000s,My Generation,Limp Bizkit,10/17/2000,"alternative metal, funk metal, nu metal, post-grunge, rap metal, rock",221,70,2.11E-06,0.00231,0.458,0.341,0.978
2001,2000s,The Middle,Jimmy Eat World,7/17/2001,"alternative metal, alternative rock, emo, modern power pop, modern rock, neon pop punk, pop punk, pop rock, post-grunge, punk, rock",165.853,82,0,0.0371,0.643,0.903,0.849
2001,2000s,How You Remind Me,Nickelback,9/11/2001,"alternative metal, canadian rock, post-grunge",223.84,85,0,0.00135,0.446,0.543,0.764
2001,2000s,Drops of Jupiter (Tell Me),Train,3/27/2001,"dance pop, neo mellow, pop, pop rock",259.933,82,0,0.153,0.481,0.497,0.638
2001,2000s,Chop Suey!,System Of A Down,9/4/2001,"alternative metal, nu metal, rap metal, rock",210.24,84,0.0015,0.000278,0.417,0.287,0.934
2001,2000s,Island In The Sun,Weezer,5/15/2001,"alternative rock, modern power pop, modern rock, permanent wave, rock",200.306,80,0.00251,0.00719,0.654,0.661,0.81
2001,2000s,Toxicity,System Of A Down,9/4/2001,"alternative metal, nu metal, rap metal, rock",218.933,84,0.00249,0.000264,0.413,0.48,0.873
2001,2000s,One Last Breath,Creed,1/1/2001,"alternative metal, nu metal, post-grunge, rock",238.24,78,0.00366,0.00841,0.386,0.195,0.677
2001,2000s,Last Resort,Papa Roach,4/25/2001,"alternative metal, nu metal, rap metal, rap rock, rock",199.906,81,0.00082,0.000481,0.589,0.687,0.89
2001,2000s,Someday,The Strokes,7/30/2001,"alternative rock, garage rock, modern rock, permanent wave, rock",183.44,72,0,0.00425,0.539,0.679,0.521
2001,2000s,Aerials,System Of A Down,9/4/2001,"alternative metal, nu metal, rap metal, rock",235.053,79,0.0346,0.000915,0.364,0.227,0.922
2001,2000s,It's Been Awhile,Staind,8/20/2001,"alternative metal, nu metal, post-grunge",264.706,70,0.000549,0.00189,0.509,0.0824,0.774
2001,2000s,Bodies,Drowning Pool,1/1/2001,"alternative metal, nu metal, post-grunge, rap metal",201.96,76,0.00147,0.00347,0.656,0.544,0.932
2001,2000s,Clint Eastwood,Gorillaz,2001,"alternative hip hop, modern rock, rock",340.92,70,0,0.0253,0.663,0.525,0.694
2001,2000s,She Hates Me,Puddle Of Mudd,8/28/2001,"alternative metal, nu metal, post-grunge",216.76,72,0,0.00935,0.58,0.584,0.748
2001,2000s,Lady - Hear Me Tonight,Modjo,2001,"disco house, filter house",307.153,80,0.0293,0.00793,0.72,0.869,0.808
2001,2000s,In Too Deep,Sum 41,1/1/2001,"alternative metal, canadian pop punk, canadian punk, modern rock, pop punk, post-grunge, punk, rock",207.093,75,0,0.000189,0.569,0.76,0.843
2001,2000s,Can't Get You out of My Head,Kylie Minogue,10/1/2001,"australian dance, australian pop, dance pop, eurodance, new wave pop",230.64,80,0.683,0.0263,0.766,0.964,0.563
2001,2000s,First Date,blink-182,2001,"alternative metal, modern rock, pop punk, punk, rock, socal pop punk",171.533,75,0,0.000715,0.579,0.882,0.928
2001,2000s,Fat Lip,Sum 41,1/1/2001,"alternative metal, canadian pop punk, canadian punk, modern rock, pop punk, post-grunge, punk, rock",178.266,73,0,0.000579,0.403,0.626,0.914
2001,2000s,Amber,311,6/19/2001,"alternative metal, alternative rock, funk metal, funk rock, nu metal, pop rock, rap rock, reggae fusion",206.973,69,0.0224,0.156,0.663,0.744,0.697
2001,2000s,Blurry,Puddle Of Mudd,1/1/2001,"alternative metal, nu metal, post-grunge",304,68,0,0.00805,0.432,0.522,0.938
2001,2000s,My Sacrifice,Creed,1/1/2001,"alternative metal, nu metal, post-grunge, rock",294.6,74,4.31E-06,0.000101,0.32,0.257,0.88
2001,2000s,Last Nite,The Strokes,7/30/2001,"alternative rock, garage rock, modern rock, permanent wave, rock",193.373,67,0.000137,0.0221,0.624,0.79,0.899
2001,2000s,New Slang - 2021 Remaster,The Shins,6/19/2001,"albuquerque indie, alternative rock, canadian indie, chamber pop, indie pop, indie rock, modern rock, portland indie, seattle indie, stomp and holler",230.866,73,0.0903,0.753,0.67,0.622,0.403
2001,2000s,Smooth Criminal,Alien Ant Farm,1/1/2001,"alternative metal, funk metal, nu metal, post-grunge",209.266,74,0.0051,0.00316,0.653,0.872,0.964
2001,2000s,Me Gustas Tu,Manu Chao,6/1/2001,"latin alternative, world",239.986,81,0.494,0.663,0.657,0.908,0.741
2001,2000s,Family Affair,Mary J. Blige,8/28/2001,"dance pop, hip pop, neo soul, r&b, urban contemporary",265.866,78,4.35E-05,0.133,0.911,0.969,0.551
2001,2000s,Click Click Boom,Saliva,3/27/2001,"alternative metal, nu metal, rap metal",252.4,69,0.000359,0.00289,0.609,0.498,0.935
2001,2000s,Fallin',Alicia Keys,6/5/2001,"neo soul, pop, r&b",210.2,76,0.00101,0.263,0.652,0.482,0.609
2001,2000s,Wish You Were Here,Incubus,10/23/2001,"alternative metal, alternative rock, funk metal, funk rock, modern rock, nu metal, post-grunge, rock",212.733,70,0.301,0.000631,0.246,0.35,0.768
2001,2000s,U Remind Me,USHER,8/7/2001,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary",266.893,73,0,0.194,0.657,0.726,0.629
2001,2000s,Picture (feat. Sheryl Crow),Kid Rock,11/19/2001,nu metal,298.96,67,6.42E-06,0.172,0.692,0.376,0.496
2001,2000s,Sweetness,Jimmy Eat World,7/17/2001,"alternative metal, alternative rock, emo, modern power pop, modern rock, neon pop punk, pop punk, pop rock, post-grunge, punk, rock",220.026,68,0,0.00305,0.487,0.597,0.898
2001,2000s,What's Luv? (feat. Ja-Rule & Ashanti),Fat Joe,12/4/2001,"bronx hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, pop rap, rap, trap",267.093,73,2.19E-05,0.0219,0.835,0.919,0.707
2001,2000s,Ni Parientes Somos,Los Tigres Del Norte,1/1/2001,"banda, musica mexicana, norteno, ranchera",158.44,74,0,0.321,0.849,0.968,0.605
2001,2000s,One More Time,Daft Punk,3/12/2001,"electro, filter house, rock",320.357,76,0,0.0194,0.613,0.476,0.697
2001,2000s,Mama Tried - Remastered 2001,Merle Haggard & The Strangers,1/1/2001,bakersfield sound,132.626,66,2.70E-06,0.778,0.725,0.659,0.654
2001,2000s,Fell In Love With a Girl,The White Stripes,7/3/2001,"alternative rock, blues rock, detroit rock, garage rock, modern blues rock, permanent wave, punk blues, rock",110.093,70,0.00145,0.713,0.356,0.299,0.982
2001,2000s,I Can Only Imagine,MercyMe,2001,"ccm, christian alternative rock, christian indie, christian music",248.253,67,0,0.0917,0.42,0.135,0.612
2001,2000s,U Got It Bad,USHER,8/7/2001,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary",247.84,70,1.53E-06,0.0227,0.816,0.649,0.5
2001,2000s,Sonne,Rammstein,4/2/2001,"german metal, industrial, industrial metal, industrial rock, neue deutsche harte",272.44,69,0.000133,0.0054,0.51,0.313,0.917
2001,2000s,Anyone Else But You,The Moldy Peaches,9/11/2001,"anti-folk, lo-fi",180.093,68,0,0.923,0.521,0.58,0.237
2001,2000s,Outside,Staind,8/20/2001,"alternative metal, nu metal, post-grunge",293.133,66,0.00658,0.00844,0.515,0.218,0.594
2001,2000s,Wherever You Will Go,The Calling,2001,"neo mellow, pop rock",208.6,76,0,0.0367,0.558,0.371,0.719
2001,2000s,Schism,TOOL,5/15/2001,"alternative metal, art rock, nu metal, post-grunge, progressive metal, progressive rock, rock",403.533,69,0.417,0.0012,0.567,0.191,0.714
2001,2000s,We're Going to Be Friends,The White Stripes,7/3/2001,"alternative rock, blues rock, detroit rock, garage rock, modern blues rock, permanent wave, punk blues, rock",140.178,68,0,0.661,0.534,0.439,0.441
2001,2000s,Crazy Rap (Colt 45 & 2 Zig Zags),Afroman,8/28/2001,comedy rap,328.666,68,0,0.325,0.927,0.576,0.367
2001,2000s,Let Me Blow Ya Mind,Eve,1/1/2001,"contemporary r&b, dance pop, hip pop, philly rap, r&b, urban contemporary",230.133,73,0,0.242,0.908,0.897,0.557
2001,2000s,Life We Live (feat. Namond Lumpkin & Edgar Fletcher),Project Pat,2/27/2001,"crunk, dirty south rap, gangster rap, memphis hip hop, trap",254.373,67,0,0.00603,0.883,0.241,0.633
2001,2000s,Over the Rainbow,Israel Kamakawiwo'ole,9/25/2001,hawaiian,211.933,72,5.53E-05,0.912,0.671,0.658,0.153
2002,2000s,Without Me,Eminem,5/26/2002,"detroit hip hop, hip hop, rap",290.32,87,0,0.00286,0.908,0.662,0.669
2002,2000s,Can't Stop,Red Hot Chili Peppers,7/9/2002,"alternative rock, funk metal, funk rock, permanent wave, rock",269,84,0,0.0179,0.618,0.875,0.938
2002,2000s,Till I Collapse,Eminem,5/26/2002,"detroit hip hop, hip hop, rap",297.786,83,0,0.0622,0.548,0.1,0.847
2002,2000s,Rock Your Body,Justin Timberlake,11/4/2002,"dance pop, pop",267.266,80,0.000234,0.201,0.892,0.817,0.714
2002,2000s,This Love,Maroon 5,2002,pop,206.2,83,0,0.0525,0.712,0.809,0.862
2002,2000s,Complicated,Avril Lavigne,6/4/2002,"canadian pop, candy pop, dance pop, pop",244.506,83,7.74E-06,0.0572,0.585,0.427,0.776
2002,2000s,The Scientist,Coldplay,8/27/2002,"permanent wave, pop",309.6,86,1.46E-05,0.731,0.557,0.213,0.442
2002,2000s,Murder On The Dancefloor,Sophie Ellis-Bextor,6/6/2002,"dance pop, europop, new wave pop",230.013,82,2.57E-05,0.00234,0.73,0.887,0.849
2002,2000s,Like a Stone,Audioslave,11/17/2002,"alternative metal, alternative rock, grunge, hard rock, nu metal, permanent wave, post-grunge, rock, supergroup",293.96,79,0,0.00797,0.614,0.516,0.568
2002,2000s,"Courtesy Of The Red, White And Blue (The Angry American)",Toby Keith,1/1/2002,"classic oklahoma country, contemporary country, country, country road",195.533,72,1.77E-06,0.518,0.424,0.385,0.662
2002,2000s,Clocks,Coldplay,8/27/2002,"permanent wave, pop",307.879,84,0.0115,0.599,0.577,0.255,0.749
2002,2000s,She Will Be Loved - Radio Mix,Maroon 5,2002,pop,259.453,81,0,0.228,0.651,0.465,0.663
2002,2000s,Hot In Herre,Nelly,6/25/2002,"dance pop, gangster rap, hip hop, pop rap, rap, st louis rap, urban contemporary",228.24,76,0,0.204,0.956,0.911,0.741
2002,2000s,When I'm Gone,3 Doors Down,11/12/2002,"alternative metal, nu metal, post-grunge, rock",260.333,72,0,0.00385,0.53,0.374,0.768
2002,2000s,Superman,Eminem,5/26/2002,"detroit hip hop, hip hop, rap",350.32,81,0,0.0215,0.802,0.58,0.755
2002,2000s,The Red,Chevelle,2002,"alternative metal, christian rock, nu metal, post-grunge",238.4,71,0.000803,0.000671,0.509,0.332,0.843
2002,2000s,Get Low,Lil Jon & The East Side Boyz,10/29/2002,"atl hip hop, atlanta bass, crunk, dirty south rap, old school atlanta hip hop, southern hip hop",334.066,74,0,0.0301,0.521,0.136,0.625
2002,2000s,Headstrong,Trapt,11/5/2002,"alternative metal, nu metal, post-grunge",285.569,72,2.78E-06,0.000172,0.492,0.534,0.896
